source,paradigm,is_cube,session_id,bodypart,canonical,n_frames,fps,mean_likelihood,interp_rate,mean_velocity_px_s,std_velocity_px_s,cv_velocity,mean_jitter,pos_std_x,pos_std_y,bbox_area
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bl,,15229,25,0.9849905691430842,0.012213539956661633,15.323469025686906,12.066202180970429,0.7874328039390895,0.3808304197284125,1.9779117051945947,1.5470186485779283,621.6177756112762
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,br,,15229,25,0.9620471362628019,0.037231597609823364,13.081437965099584,10.497119043594466,0.8024438193721585,0.3459319111161155,1.368968401421684,1.633197047057609,425.34074617172126
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,centre,,15229,25,0.8872658882926866,0.10079453673911616,40.54222607910284,73.38384329828078,1.8100595452035597,1.0730861163646987,14.071610414541334,9.625875972575667,43777.711301710406
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,nose,nose,15229,25,0.9400834921360705,0.049445137566485,92.03977010203762,249.66590365498664,2.7125872150506316,1.7539844835856513,127.2620572226252,100.3738073425039,306341.71450327744
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,headcentre,head,15229,25,0.9849512294454391,0.013526823822969335,74.85918073159732,179.86656783630016,2.4027322511209404,1.297716574728838,125.98070316841552,98.96818791817573,299961.9329001732
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,neck,neck,15229,25,0.9886410899821861,0.01063759931709239,64.69793825933644,172.83882737123452,2.671473497013523,1.1033977559804096,124.56652062815554,96.98421353858542,241739.0833996321
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,earl,,15229,25,0.9844906296644875,0.014511786722700112,68.99883377346097,158.9771160167165,2.304055116912192,1.1954048449344445,125.6501758510482,98.48598601209727,263618.60229260597
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,earr,,15229,25,0.9865924031495407,0.012213539956661633,69.96290959625472,179.92575985469816,2.5717306626185543,1.243226260881579,124.24967570637583,97.03557569275426,276382.0404307261
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bodycentre,body_center,15229,25,0.9909698501345724,0.008667673517630837,57.763680766157776,202.98672728945942,3.5140892096402556,1.069747836371579,122.41153490431542,94.8289879122926,303443.25051331776
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bcl,,15229,25,0.9914327063440878,0.008011031584476984,59.93788921741287,177.85454298489893,2.9673140864164678,1.0184583392593287,123.3430401178458,95.7787024555929,278989.74383343995
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bcr,,15229,25,0.9907207829757015,0.00860200932431545,64.41574245267786,296.40832695255824,4.601488947679374,1.255924681114975,120.85754325061467,93.70363507709907,329013.0189771929
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,hipl,,15229,25,0.9915755857402305,0.007485718037953904,60.98133089056079,296.9519640185675,4.8695553160603815,1.3701762060422908,121.47425547763909,93.4065757152853,321418.0345927513
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,hipr,,15229,25,0.9869722871768967,0.011491233830192396,59.31323237432113,201.42241866242975,3.3959103323060993,1.176468765306657,118.0828441796056,90.07151067655748,284390.79977467674
sturman_oft,open_field,False,10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,tailbase,tail_base,15229,25,0.9886679835321555,0.010374942543830848,58.42577392382905,182.00159695323225,3.115090904752271,1.0332799289800347,118.35511670502586,89.03568194896144,267875.44891325664
